regulon	gene	cor	p	r2	Ensembl	in_Oxphos_68_Porcelli_list	is_in_TF_list
SCENIC_cbt_activating_regulon	cbt	0.192392197952956	2.68651750740108e-98	0.0370147578331696	FBgn0043364	FALSE	TRUE
SCENIC_grh_activating_regulon	grh	0.191145683133674	4.9810475067151e-97	0.036536672180639	FBgn0259211	FALSE	TRUE
SCENIC_CG3032_activating_regulon	CG3032	0.190018495818606	6.86204639219061e-96	0.0361070287531656	FBgn0029928	FALSE	TRUE
SCENIC_CG31365_activating_regulon	CG31365	0.184305791584447	3.15531833946068e-90	0.0339686248115695	FBgn0051365	FALSE	TRUE
SCENIC_Atf3_activating_regulon	Atf3	0.182103509915097	4.29352427057677e-88	0.033161688323398	FBgn0028550	FALSE	TRUE
SCENIC_E(spl)m3-HLH_activating_regulon	E(spl)m3-HLH	0.179902440801281	5.47222079557796e-86	0.0323648882062585	FBgn0002609	FALSE	TRUE
SCENIC_CrebB_activating_regulon	CrebB	0.17907498405018	3.331235044478e-85	0.0320678499125722	FBgn0265784	FALSE	TRUE
SCENIC_bigmax_activating_regulon	bigmax	0.176970017194795	3.16855202675008e-83	0.031318386985926	FBgn0039509	FALSE	TRUE
SCENIC_E(spl)m7-HLH_activating_regulon	E(spl)m7-HLH	0.17490881675476	2.59407135491125e-81	0.0305930941785501	FBgn0002633	FALSE	TRUE
SCENIC_Trl_activating_regulon	Trl	0.173675377409957	3.52754948233212e-80	0.0301631367184909	FBgn0013263	FALSE	TRUE
SCENIC_Opbp_activating_regulon	Opbp	0.172501128597603	4.15619633727888e-79	0.0297566393674469	FBgn0050443	FALSE	TRUE
SCENIC_CG2199_activating_regulon	CG2199	0.172108136161967	9.45136655344155e-79	0.0296212105331463	FBgn0035213	FALSE	TRUE
SCENIC_CG3407_activating_regulon	CG3407	0.164763258334748	3.0640571097887e-72	0.027146931297083	FBgn0031573	FALSE	TRUE
SCENIC_net_activating_regulon	net	0.16432465311897	7.3392815410138e-72	0.0270025916226697	FBgn0002931	FALSE	TRUE
SCENIC_E(spl)mgamma-HLH_activating_regulon	E(spl)mgamma-HLH	0.155764925148308	1.14100339518233e-64	0.024262711906458	FBgn0002735	FALSE	TRUE
SCENIC_Hnf4_activating_regulon	Hnf4	0.147312696336423	5.82738579214097e-58	0.0217010305019071	FBgn0004914	FALSE	TRUE
SCENIC_E2f2_activating_regulon	E2f2	0.1449652801452	3.62779814174963e-56	0.0210149324475764	FBgn0024371	FALSE	TRUE
SCENIC_h_activating_regulon	h	0.141323751963667	1.92281715957896e-53	0.0199724028690882	FBgn0001168	FALSE	TRUE
