p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
4.93465248244123e-82	-0.567090124599469	1	1	2.85716378733347e-79	0	SCENIC-polybromo-activating-regulon
6.50399750574536e-82	0.452016048620802	1	1	3.76581455582656e-79	0	SCENIC-Sox21b-activating-regulon
7.19732884863387e-82	0.416403407951753	1	1	4.16725340335901e-79	0	SCENIC-Kr-activating-regulon
1.21757105009165e-81	-0.315219029447006	1	1	7.04973638003064e-79	0	SCENIC-CG10321-activating-regulon
3.22913439862127e-81	0.674224394860782	1	1	1.86966881680171e-78	0	SCENIC-RunxB-activating-regulon
1.48413821337404e-80	-0.41520546596085	1	1	8.59316025543569e-78	0	SCENIC-CG2202-activating-regulon
7.10871497126986e-80	-0.56575674707937	1	1	4.11594596836525e-77	0	SCENIC-E(spl)m3-HLH-activating-regulon
2.32899353321261e-79	-0.693095814345611	1	1	1.3484872557301e-76	0	SCENIC-Dlip1-activating-regulon
7.00263376083869e-79	0.33727008321367	1	1	4.0545249475256e-76	0	SCENIC-jing-activating-regulon
1.28863131274113e-78	-0.483676488177555	1	1	7.46117530077115e-76	0	SCENIC-drm-activating-regulon
2.33902233245634e-78	0.60908780734962	1	0.998	1.35429393049222e-75	0	SCENIC-nerfin-2-activating-regulon
4.07708857446921e-78	-0.3855028863746	1	1	2.36063428461767e-75	0	SCENIC-shn-activating-regulon
1.04466194249445e-77	0.435577519381679	1	1	6.04859264704289e-75	0	SCENIC-CG6765-activating-regulon
3.40778362920216e-77	-0.495122820139457	1	1	1.97310672130805e-74	0	SCENIC-cbt-activating-regulon
6.64640564358451e-77	0.433738534404632	1	1	3.84826886763543e-74	0	SCENIC-toy-activating-regulon
1.07263388695971e-76	-0.775453453721433	1	1	6.21055020549675e-74	0	SCENIC-Ets97D-activating-regulon
5.10095718098286e-76	0.430346646746991	1	1	2.95345420778908e-73	0	SCENIC-NfI-activating-regulon
1.03602029200368e-75	0.52413815096207	1	1	5.9985574907013e-73	0	SCENIC-fd59A-activating-regulon
1.10661025795862e-75	0.557060051689478	1	1	6.40727339358038e-73	0	SCENIC-Hr83-activating-regulon
1.43794529021542e-75	-0.265435218130245	1	1	8.32570323034726e-73	0	SCENIC-CG4617-activating-regulon
1.80977896328475e-75	-0.951752111218776	1	1	1.04786201974187e-72	0	SCENIC-CG11617-activating-regulon
2.38046729304146e-75	-0.35676761620834	1	1	1.378290562671e-72	0	SCENIC-CG31388-activating-regulon
1.17130007446604e-74	0.481966861565841	1	1	6.78182743115834e-72	0	SCENIC-Hr51-activating-regulon
1.62191690222768e-74	0.499812263849783	1	1	9.39089886389827e-72	0	SCENIC-fuss-activating-regulon
3.11773983882045e-74	0.348766976515725	1	1	1.80517136667704e-71	0	SCENIC-dac-activating-regulon
5.02388133794708e-74	-0.271637804813233	1	1	2.90882729467136e-71	0	SCENIC-Clamp-activating-regulon
7.74514796926461e-74	-0.422344382977024	1	1	4.48444067420421e-71	0	SCENIC-cwo-activating-regulon
1.61113612054996e-73	0.558056010782773	1	0.996	9.32847813798424e-71	0	SCENIC-Eip78C-activating-regulon
5.12059269034859e-72	0.604764562784418	1	1	2.96482316771184e-69	0	SCENIC-CG9609-activating-regulon
7.30250494584121e-72	0.684215438333664	1	0.972	4.22815036364206e-69	0	SCENIC-dmrt93B-activating-regulon
