p_val	avg_diff	p_val_adj	regulon	gene
0	-0.00995113757222501	0	SCENIC_FLI1_activating_regulon	FLI1
0	-0.00997854586385941	0	SCENIC_HCLS1_activating_regulon	HCLS1
0	-0.0102149660378268	0	SCENIC_MZF1_activating_regulon	MZF1
0	-0.0102413348540988	0	SCENIC_TFEC_activating_regulon	TFEC
0	-0.0102813333783057	0	SCENIC_ZNF737_activating_regulon	ZNF737
0	-0.0103315676947473	0	SCENIC_ZNF430_activating_regulon	ZNF430
0	-0.0104326770546766	0	SCENIC_TBX2_activating_regulon	TBX2
0	-0.0105240800220203	0	SCENIC_CHAMP1_activating_regulon	CHAMP1
0	-0.0105385019255697	0	SCENIC_IKZF1_activating_regulon	IKZF1
0	-0.0105497180478313	0	SCENIC_TIGD7_activating_regulon	TIGD7
0	-0.010583441113477	0	SCENIC_CNOT6_activating_regulon	CNOT6
0	-0.0106753213938257	0	SCENIC_EXO5_activating_regulon	EXO5
0	-0.0107293329502615	0	SCENIC_ZNF124_activating_regulon	ZNF124
0	-0.0108336050490096	0	SCENIC_ATF6_activating_regulon	ATF6
0	-0.0110146705119168	0	SCENIC_ZNF549_activating_regulon	ZNF549
0	-0.0110161585480042	0	SCENIC_ZNF529_activating_regulon	ZNF529
0	-0.0110470490336104	0	SCENIC_ZNF718_activating_regulon	ZNF718
0	-0.0112563855418746	0	SCENIC_ESRRB_activating_regulon	ESRRB
0	-0.0113523989802706	0	SCENIC_POU6F1_activating_regulon	POU6F1
0	-0.0114015505315287	0	SCENIC_ZNF266_activating_regulon	ZNF266
0	-0.0114051158944033	0	SCENIC_HMGXB3_activating_regulon	HMGXB3
0	-0.0114532429723213	0	SCENIC_BBX_activating_regulon	BBX
0	-0.0115237761624635	0	SCENIC_MRPL1_activating_regulon	MRPL1
0	-0.0116105898644791	0	SCENIC_ARNT_activating_regulon	ARNT
0	-0.0116238491431491	0	SCENIC_GPBP1L1_activating_regulon	GPBP1L1
0	-0.0116971324753666	0	SCENIC_ZNF782_activating_regulon	ZNF782
0	-0.011704535113383	0	SCENIC_ZFP82_activating_regulon	ZFP82
0	-0.0117417130519264	0	SCENIC_FOXO1_activating_regulon	FOXO1
0	-0.0117642382505544	0	SCENIC_ZNF610_activating_regulon	ZNF610
0	-0.0118455563452638	0	SCENIC_ZNF135_activating_regulon	ZNF135
0	-0.0118582868032616	0	SCENIC_NFATC2_activating_regulon	NFATC2
0	-0.0118609734394949	0	SCENIC_ZXDC_activating_regulon	ZXDC
0	-0.0119003101938186	0	SCENIC_ZNF26_activating_regulon	ZNF26
0	-0.0119302611644084	0	SCENIC_NR2C2_activating_regulon	NR2C2
0	-0.0120541266959174	0	SCENIC_SMAD6_activating_regulon	SMAD6
0	-0.0121912057730219	0	SCENIC_PAXIP1_activating_regulon	PAXIP1
0	-0.0121926523333745	0	SCENIC_ZNF131_activating_regulon	ZNF131
0	-0.0122112027975657	0	SCENIC_AGAP2_activating_regulon	AGAP2
0	-0.0122260901607182	0	SCENIC_ZNF76_activating_regulon	ZNF76
0	-0.0122373444486216	0	SCENIC_CBFB_activating_regulon	CBFB
0	-0.0123138114879372	0	SCENIC_ZNF658_activating_regulon	ZNF658
0	-0.0123257267975909	0	SCENIC_RXRA_activating_regulon	RXRA
0	-0.0123439632998978	0	SCENIC_ZNF583_activating_regulon	ZNF583
0	-0.0124114970215467	0	SCENIC_ZBTB46_activating_regulon	ZBTB46
0	-0.0125741515323689	0	SCENIC_RB1_activating_regulon	RB1
0	-0.0126370885158356	0	SCENIC_ELF1_activating_regulon	ELF1
0	-0.0127509790197658	0	SCENIC_ZNF577_activating_regulon	ZNF577
0	-0.0128669947261744	0	SCENIC_SMAP2_activating_regulon	SMAP2
0	-0.0128952972690299	0	SCENIC_TET1_activating_regulon	TET1
0	-0.0129352535791278	0	SCENIC_KLF3_activating_regulon	KLF3
0	-0.0132180322250754	0	SCENIC_MSANTD3_activating_regulon	MSANTD3
0	-0.0132578890805773	0	SCENIC_NKX2-2_activating_regulon	NKX2-2
0	-0.0132902814858933	0	SCENIC_ZNF624_activating_regulon	ZNF624
0	-0.0133004304514065	0	SCENIC_ZNF83_activating_regulon	ZNF83
0	-0.0133228394881149	0	SCENIC_ASAP3_activating_regulon	ASAP3
0	-0.0133326794201063	0	SCENIC_ZNF708_activating_regulon	ZNF708
0	-0.0134469586321597	0	SCENIC_MTF1_activating_regulon	MTF1
0	-0.0136505261082791	0	SCENIC_SPIC_activating_regulon	SPIC
0	-0.0136709612001034	0	SCENIC_EBF2_activating_regulon	EBF2
0	-0.0137528963621729	0	SCENIC_KDM2B_activating_regulon	KDM2B
0	-0.0137569269793093	0	SCENIC_BANP_activating_regulon	BANP
0	-0.0138287705972789	0	SCENIC_EBF4_activating_regulon	EBF4
0	-0.0138665110028321	0	SCENIC_TFCP2_activating_regulon	TFCP2
0	-0.0138857799974325	0	SCENIC_RUNX1_activating_regulon	RUNX1
0	-0.0140085196272902	0	SCENIC_SREBF1_activating_regulon	SREBF1
0	-0.0140942626998052	0	SCENIC_NFE2L2_activating_regulon	NFE2L2
0	-0.0141017189469456	0	SCENIC_FHL2_activating_regulon	FHL2
0	-0.0141173928477702	0	SCENIC_SALL3_activating_regulon	SALL3
0	-0.0141619213850144	0	SCENIC_ZNF134_activating_regulon	ZNF134
0	-0.0142004595883781	0	SCENIC_MEF2C_activating_regulon	MEF2C
0	-0.0143698777285124	0	SCENIC_PLAGL1_activating_regulon	PLAGL1
0	-0.0144354601140303	0	SCENIC_FOXO3_activating_regulon	FOXO3
0	-0.0144684652172048	0	SCENIC_STAT5B_activating_regulon	STAT5B
0	-0.0144994470149654	0	SCENIC_KDM7A_activating_regulon	KDM7A
0	-0.0145666301876613	0	SCENIC_ZNF623_activating_regulon	ZNF623
0	-0.0146457297342578	0	SCENIC_ZNF41_activating_regulon	ZNF41
0	-0.0146655527724392	0	SCENIC_STAT2_activating_regulon	STAT2
0	-0.0147192759477524	0	SCENIC_NPDC1_activating_regulon	NPDC1
0	-0.0147620091213851	0	SCENIC_POU2AF1_activating_regulon	POU2AF1
